Unnamed: 0,reference_contexts,traduccion,respuestas,Faithfulness_score
1353,"Se quiere adquirir una casa en esta corte y en una buena ubicación, que esté en buen estado y sin ninguna carga adicional, con un precio entre 70 y 800 reales.",¿Cuáles son los criterios principales mencionados para adquirir una casa en el tribunal y la ubicación especificados?,"Los criterios principales mencionados para adquirir una casa en la corte y en una buena ubicación son: que esté en buen estado, sin ninguna carga adicional, con un precio entre 70 y 800 reales.",True
1354,"Se quiere adquirir una casa en esta corte y en una buena ubicación, que esté en buen estado y sin ninguna carga adicional, con un precio entre 70 y 800 reales.",¿Cuál es la condición deseada de la casa mencionada en el contexto?,La condición deseada de la casa mencionada en el contexto es que esté en buen estado y sin ninguna carga adicional.,True
1355,"Se quiere adquirir una casa en esta corte y en una buena ubicación, que esté en buen estado y sin ninguna carga adicional, con un precio entre 70 y 800 reales.",¿Cuál es el rango de precios especificado para la casa que se está buscando en el contexto dado?,El rango de precios especificado para la casa que se está buscando en el contexto dado es entre 70 y 800 reales.,True
1356,"He intentado reducir al máximo los gastos de envío para negociar el precio, de manera que están tan bien organizados, que el transporte realizado con mis propios animales me resulta aún más costoso que el transporte que se me ofrece a través de terceros.",¿Cómo intentó el orador reducir los costos de envío para poder negociar el precio?,"El orador intentó reducir los costos de envío organizando el transporte de manera eficiente, de modo que el transporte con sus propios animales resultara más costoso que el ofrecido por terceros.",True
1357,"He intentado reducir al máximo los gastos de envío para negociar el precio, de manera que están tan bien organizados, que el transporte realizado con mis propios animales me resulta aún más costoso que el transporte que se me ofrece a través de terceros.",¿Por qué el orador encuentra más caro transportar mercancías utilizando sus propios animales en comparación con utilizar un servicio de transporte de terceros?,"El orador encuentra más caro transportar mercancías utilizando sus propios animales en comparación con utilizar un servicio de transporte de terceros porque los arreos para el caballo están bien tratados y se venden con equidad, lo que hace que el transporte con sus propios animales resulte más costoso.",True
1358,"He intentado reducir al máximo los gastos de envío para negociar el precio, de manera que están tan bien organizados, que el transporte realizado con mis propios animales me resulta aún más costoso que el transporte que se me ofrece a través de terceros.",¿Cómo describe el orador la organización de los costos de envío en relación con el uso de sus propios animales versus el uso de un servicio de terceros?,El orador describe la organización de los costos de envío de manera tan eficiente que el transporte realizado con sus propios animales resulta aún más costoso que el transporte ofrecido a través de terceros.,True
1359,"Las cortes locales, cada una en su área, tratarán las denuncias que se presenten contra aquellos que cacen con escopeta en contra de este decreto. Las denuncias que se presenten contra cualquiera de estas cortes por permitir o tolerar esta infracción serán tratadas por la autoridad correspondiente según lo establecido en los artículos anteriores, dependiendo del territorio en el que se encuentre la corte denunciada.",¿Qué acciones tomarán los tribunales locales contra las personas que cazan con una escopeta en violación del decreto mencionado en el texto?,"Los tribunales locales tratarán las denuncias presentadas contra aquellos que cacen con escopeta en contra del decreto mencionado en el texto. Además, las denuncias contra las cortes locales por permitir o tolerar esta infracción serán tratadas por la autoridad correspondiente según lo establecido en los artículos anteriores, dependiendo del territorio en el que se encuentre la corte denunciada.",True
1360,"Las cortes locales, cada una en su área, tratarán las denuncias que se presenten contra aquellos que cacen con escopeta en contra de este decreto. Las denuncias que se presenten contra cualquiera de estas cortes por permitir o tolerar esta infracción serán tratadas por la autoridad correspondiente según lo establecido en los artículos anteriores, dependiendo del territorio en el que se encuentre la corte denunciada.",¿Cómo se manejarán las quejas contra los tribunales locales que permiten o toleran esta infracción según el texto?,"Las quejas contra los tribunales locales que permiten o toleran esta infracción serán tratadas por la autoridad correspondiente según lo establecido en los artículos anteriores, dependiendo del territorio en el que se encuentre la corte denunciada.",True
1361,"Las cortes locales, cada una en su área, tratarán las denuncias que se presenten contra aquellos que cacen con escopeta en contra de este decreto. Las denuncias que se presenten contra cualquiera de estas cortes por permitir o tolerar esta infracción serán tratadas por la autoridad correspondiente según lo establecido en los artículos anteriores, dependiendo del territorio en el que se encuentre la corte denunciada.","¿De qué manera abordará la autoridad las quejas contra los tribunales dependiendo del territorio donde se encuentre el tribunal en cuestión, como se indica en el texto?","Las quejas contra los tribunales serán tratadas por la autoridad correspondiente según lo establecido en los artículos anteriores, dependiendo del territorio en el que se encuentre la corte denunciada.",True
1362,"El Rey, nuestro Señor (que Dios lo proteja), ha decidido que el lunes 2 del presente mes (si el clima lo permite) se celebre la quinta corrida de toros de las ocho que ha concedido, con la noble intención de que los beneficios se destinen a la ayuda y atención de los pobres enfermos de los hospitales General y Pasión de esta ciudad.",¿Cuál es el propósito de la quinta corrida de toros que el Rey ha decidido celebrar en la fecha especificada?,El propósito de la quinta corrida de toros que el Rey ha decidido celebrar en la fecha especificada es destinar los beneficios a la ayuda y atención de los pobres enfermos de los hospitales General y Pasión de esta ciudad.,True
1363,"El Rey, nuestro Señor (que Dios lo proteja), ha decidido que el lunes 2 del presente mes (si el clima lo permite) se celebre la quinta corrida de toros de las ocho que ha concedido, con la noble intención de que los beneficios se destinen a la ayuda y atención de los pobres enfermos de los hospitales General y Pasión de esta ciudad.",¿Qué hospitales de la ciudad se beneficiarán de las ganancias de la corrida de toros?,Los hospitales de la ciudad que se beneficiarán de las ganancias de la corrida de toros son el Hospital General y el Hospital de la Pasión.,True
1364,"El Rey, nuestro Señor (que Dios lo proteja), ha decidido que el lunes 2 del presente mes (si el clima lo permite) se celebre la quinta corrida de toros de las ocho que ha concedido, con la noble intención de que los beneficios se destinen a la ayuda y atención de los pobres enfermos de los hospitales General y Pasión de esta ciudad.","¿Cuántas corridas de toros ha autorizado el Rey, y cuál es la noble intención detrás de su celebración?",El Rey ha autorizado ocho corridas de toros y la noble intención detrás de su celebración es destinar los beneficios a la ayuda y atención de los pobres enfermos de los hospitales General y Pasión de la ciudad.,True
1365,El carpintero de la calle de la Gorguera informará sobre quién está vendiendo un lote de ventanas usadas de diferentes tamaños y algunas puertas. Estas se venderán a precio justo.,¿Qué artículos está vendiendo el carpintero de la calle de la Gorguera?,El carpintero de la calle de la Gorguera está vendiendo un lote de ventanas usadas de diferentes tamaños y algunas puertas.,True
